"","newc","id","Site","Jan.01","Feb.01","Mar.01","Apr.01","May.01","Jun.01","Jul.01","Aug.01","Sep.01","Oct.01","Nov.01","Dec.01","Jan.02","Feb.02","Mar.02","Apr.02","May.02","Jun.02","Jul.02","Aug.02","Sep.02","Oct.02","Nov.02","Dec.02"
"119","C2","A 3","AN-48M06    ",2.391,1.707,1.379,1.517,2.05,3.448,4.091,3.83,4.286,2.945,2.973,2.848,2.897,2.46,2.231,0.7674,1.265,3.416,3.435,2.558,2.969,4.005,3.81,3.65
"120","C2","A 3","AN-48M07    ",2.42,1.73,1.439,1.357,1.797,3.046,3.321,3.508,4.269,3.185,3.805,3.589,3.99,3.088,2.226,0.9685,1.571,3.743,2.998,1.546,2.855,3.404,3.119,3.955
"121","C3","A 2","AN-48M14    ",2.127,1.73,1.333,1.387,2.181,2.84,3.26,3.438,4.106,3.383,3.987,3.693,3.262,3.383,3.691,2.866,2.105,1.81,1.668,1.477,1.987,2.645,4.457,4.114
"122","C2","A 3","AN-48M15    ",1.545,1.486,3.771,3.054,2.704,3.435,2.94,4.209,4.016,3.045,1.614,1.646,2.39,2.205,2.867,2.535,2.259,3.482,2.981,3.877,4.423,3.878,1.116,1.451
"123","C5","A 4","AN-48M25    ",0.1745,1.598,2.519,3.143,3.487,3.487,3.363,3.202,3.798,3.012,2.822,2.858,2.545,3.913,4.282,3.968,3.078,1.726,1.475,1.264,2.286,2.591,2.843,3.493
"124","C3","A 2","AN-48M36    ",2.191,1.895,1.806,1.926,2.232,2.702,3.138,4.848,4.446,3.39,2.676,2.214,3.299,3.564,4.015,2.658,2.062,1.895,1.73,1.509,1.573,3.171,4.044,3.943
"125","C2","A 3","AN-48M44    ",2.055,1.526,1.263,1.301,2.849,3.593,3.49,3.887,3.881,3.615,3.073,2.932,2.393,1.687,1.673,1.219,1.764,2.961,3.139,3.229,3.773,3.962,3.857,3.808
"126","C5","A 4","AN-48M48    ",0.07328,1.704,2.751,3.312,3.537,3.631,3.534,3.29,3.053,2.954,2.837,2.789,5.37,4.077,3.2,2.446,1.994,1.963,2.167,2.267,2.298,2.451,2.598,2.635
"127","C3","A 1","AN-50M02    ",4.282,3.751,3,2.326,2.4,2.531,0.9186,1.521,2.232,3.084,3.416,4.003,3.949,4.002,3.751,3.412,2.862,1.869,1.133,1.386,1.828,3.002,2.912,3.358
"128","C3","A 1","AN-50M03    ",2.677,2.192,1.502,1.184,1.921,3.091,2.216,3.066,4.062,3.796,4.146,3.611,4.239,3.711,3.636,3.62,2.826,1.824,1.164,1.315,2.082,2.751,2.891,3.405
"129","C3","A 1","AN-51M01    ",2.813,2.534,2.332,1.121,0.8648,2.664,2.974,3.414,3.583,3.954,4.094,3.116,4.005,4.23,3.75,2.691,2.389,1.815,1.426,1.521,2.008,2.588,3.19,3.851
"130","C3","A 2","AN-53M11    ",2.281,2.152,1.759,1.654,1.909,2.791,4.599,4.752,2.873,2.833,3.059,2.802,4.17,4.217,3.826,2.844,2.17,1.941,1.762,1.711,2.012,1.986,2.852,3.973
"131","C3","A 1","AN-53M13    ",2.951,1.969,1.658,1.578,1.328,2.147,3.804,3.996,3.559,3.985,3.037,3.45,4.093,4.084,4.204,3.163,2.691,1.784,1.732,1.776,1.578,2.082,2.904,3.372
"132","C3","A 1","AN-53M14    ",2.659,2.156,1.712,1.48,1.599,2.076,2.639,4.077,4.108,3.843,3.749,3.366,4.116,4.086,3.609,3.192,2.424,1.947,1.645,1.732,1.692,1.949,3.074,3.999
"133","C3","A 1","AN-53M39    ",2.377,1.79,1.591,1.711,1.786,1.974,3.11,3.648,3.747,4.063,3.825,3.842,4.169,4.028,4.24,3.387,2.897,2.035,1.746,1.624,1.54,2.163,2.577,3.056
"134","C3","A 2","AN-53M54    ",1.933,2.261,2.244,1.616,1.609,2.848,3.41,5.142,3.57,3.381,2.852,2.598,3.427,4.113,4.558,3.693,2.684,2.336,2.022,1.788,1.554,1.716,2.333,3.24
"135","C3","A 1","AN-53M57    ",3.171,2.118,1.499,1.379,1.571,2.199,3.033,2.968,4.052,3.9,3.856,3.717,3.698,3.964,4.046,3.478,2.796,2.26,1.637,1.471,1.587,1.828,2.904,3.795
"136","C3","A 1","AN-56M01    ",3.703,2.796,2.342,2.047,1.907,1.699,1.818,1.85,2.887,4.463,3.954,3.997,3.747,4.25,3.541,3.216,2.756,2.187,1.416,0.9966,2.288,2.183,3.079,3.806
"137","C3","A 1","AN-56M06    ",3.464,3.091,2.7,2.332,1.815,1.42,1.835,2.498,2.157,3.144,4.578,4.431,3.762,3.877,3.62,3.314,2.838,2.013,1.611,0.9297,2.164,2.122,3.236,3.98
"138","C3","A 1","AN-56M07    ",3.937,3.205,2.245,1.698,1.323,1.618,2.016,2.721,3.017,3.57,3.947,4.167,3.925,4.108,3.618,3.12,2.833,2.161,1.667,1.312,1.59,2.053,3.197,3.88
"139","C3","A 1","AN-56M08    ",3.54,3.43,2.445,1.358,1.116,1.73,2.154,3.2,3.101,4.173,3.698,3.518,3.645,4.199,4.007,3.205,2.626,2.18,1.616,1.439,1.578,2.039,3.258,3.673
"140","C3","A 2","AN-61231050 ",0,1.827,2.88,3.199,3.534,3.526,3.472,3.152,2.921,3.04,3.087,3.312,5.002,4.256,3.791,3.091,2.666,2.348,2.149,2.109,2.07,1.974,2.14,2.354
"141","C3","A 2","AN-BLBCRWQ  ",2.581,2.63,2.493,1.828,2.597,3.9,2.36,2.823,5.308,3.582,1.857,1.989,3.57,4.802,4.09,3.451,2.929,1.714,2.455,2.215,2.922,1.605,1.755,2.441
"142","C3","A 2","AN-BRAM080B ",1.956,1.559,1.552,2.068,3.028,2.983,3.59,4.994,3.575,3.211,3.141,2.294,4.147,4.342,4.286,2.999,2.568,1.82,1.39,1.737,2.428,2.381,3.141,2.711
"143","C3","A 2","AN-BRAM120B ",1.112,1.279,1.53,2.593,3.169,3.069,4.111,3.759,3.609,3.497,3.043,3.18,3.343,4.344,4.645,3.525,2.834,2.105,1.482,1.492,2.578,2.163,2.704,2.737
"144","C3","A 2","AN-BRAM140S ",1.71,1.843,0.9385,1.945,3.052,3.817,3.524,4.022,3.157,3.625,2.644,3.671,3.687,4.321,4.37,3.311,2.45,1.756,1.53,1.464,2.668,2.268,3.32,2.804
"145","C6","A 3","AN-CDRF080D ",4.079,2.152,2.197,3.46,1.114,1.333,2.439,4.13,3.758,3.293,2.891,3.103,1.036,3.016,4.996,4.004,2.313,2.244,2.416,2.426,3.443,3.081,2.318,2.657
"146","C6","A 3","AN-CHAT070M ",0.3201,1.505,2.348,2.975,3.393,3.686,3.678,3.479,3.389,3.199,3.034,2.944,0.1881,1.578,2.551,3.202,3.5,3.632,3.584,3.373,3.146,3.165,2.992,3.038
"147","C3","A 2","AN-CHAT100U ",1.925,1.877,1.573,2.056,3.093,3.04,4.091,2.772,4.028,4.706,2.554,2.234,3.608,4.164,4.106,3.624,2.459,2.477,1.789,1.711,1.632,1.566,3.236,3.579
"148","C3","A 2","AN-CHAT140S ",2.252,1.74,0.9636,1.555,2.541,3.047,3.407,3.704,3.865,3.943,3.57,3.362,3.075,3.977,4.457,3.688,3.109,2.568,2.056,2.153,1.845,1.306,3.792,1.926
"149","C3","A 2","AN-GWSH090S ",2.399,1.99,1.887,1.164,3.306,2.51,4.17,4.233,3.893,3.428,3.042,1.926,4.054,4.329,3.663,3.069,2.656,2.266,1.697,2.027,1.628,1.52,3.759,3.282
"150","C3","A 2","AN-GWSH320N ",3.1,2.032,1.339,0.8413,2.435,3.743,4.315,2.921,3.325,3.346,3.309,3.243,3.832,4.214,4.309,3.324,3.392,2.905,2.245,1.55,1.657,1.754,1.93,2.836
"151","C3","A 4","AN-MORT050E ",2.548,2.065,1.639,1.684,1.705,1.915,3.404,3.614,3.415,4.35,3.836,3.775,4.149,4.307,1.958,2.953,2.122,1.775,1.816,1.648,2.322,3.486,3.841,3.574
"152","C6","A 3","AN-NENE030D ",1.455,1.361,1.398,2.825,3.555,2.922,2.707,3.644,4.123,4.179,3.198,2.586,1.983,2.858,2.763,4.131,3.666,2.141,0.6628,2.157,3.968,3.799,2.826,2.995
"153","C6","A 3","AN-NENE040F ",1.521,1.618,1.545,1.975,2.486,2.997,3.853,3.809,3.996,4.072,3.424,2.654,1.815,2.848,3.667,2.662,1.518,1.721,1.586,2.559,4.044,4.105,3.639,3.787
"154","C6","A 3","AN-NENE060K ",1.738,1.57,1.353,1.952,2.576,2.889,3.579,3.794,3.894,4.17,3.709,2.726,3.157,3.424,3.471,2.495,1.572,1.636,1.223,2,3.815,3.692,3.287,4.177
"155","C3","A 4","AN-NENE080D ",2.283,1.416,1.136,1.85,2.692,2.878,3.53,4.011,3.971,4.064,3.196,2.922,3.802,4.022,4.154,2.741,1.625,1.53,1.491,1.924,2.543,3.062,3.465,3.591
"156","C3","A 4","AN-NENE110N ",2.661,1.558,1.349,1.556,1.96,2.637,3.609,3.831,3.541,3.993,3.671,3.583,3.766,4.543,4.055,3.048,2.099,1.689,1.415,1.637,2.877,2.501,2.993,3.325
"157","C3","A 4","AN-NENE170B ",3.106,2.953,2.145,1.045,1.089,2.375,3.356,3.283,2.936,3.58,4.145,3.938,4.072,4.368,3.947,3.109,2.268,1.902,1.684,1.495,1.965,2.466,3.117,3.558
"158","C6","A 3","AN-NENE200W ",2.578,2.112,1.786,1.729,2.016,2.717,2.881,3.912,2.894,5.283,3.316,2.726,2.728,4.06,2.433,2.454,2.891,0.3722,4.262,3.441,2.343,3.072,3.386,2.508
"159","C6","A 3","AN-NENE220H ",2.501,2.076,1.55,1.393,1.868,3.118,2.805,4.065,2.951,4.522,3.256,3.843,3.611,3.184,2.955,3.206,2.45,0.5111,2.758,2.707,2.512,3.773,1.842,4.442
"160","C3","A 4","AN-NENE240W ",2.645,2.034,1.69,1.362,1.974,3.026,2.797,4.93,3.05,3.907,3.037,3.498,4.115,4.843,3.102,2.251,2.173,2.044,1.906,2.473,3.1,2.474,1.585,3.882
"161","C3","A 4","AN-NENE250D ",2.732,2.083,1.693,1.218,1.848,3.116,3.022,4.775,3.137,3.915,3.448,2.963,3.465,5.335,3.891,2.226,2.351,1.923,1.608,2.622,2.51,2.475,2.718,2.825
"162","C3","A 4","AN-NENE260D ",2.849,2.084,1.576,1.013,1.86,3.577,2.817,4.135,3.007,3.791,3.905,3.335,3.513,4.754,3.895,2.217,1.687,2.017,1.259,2.454,2.857,2.521,3.265,3.51
"163","C3","A 4","AN-NENE300I ",2.582,1.685,1.297,1.351,2.637,3.462,2.27,3.487,3.449,3.8,3.94,3.991,2.519,4.291,3.29,2.572,2.238,1.529,1.051,2.713,3.307,2.934,2.938,4.568
"164","C3","A 4","AN-NENE340R ",3.655,1.86,1.565,1.207,1.685,3.049,2.814,3.237,3.176,3.707,3.947,4.049,3.902,4.113,3.114,1.905,1.478,1.781,1.522,2.444,3.442,2.868,3.132,4.249
"165","C3","A 4","AN-NENE370T ",3.77,1.835,1.651,1.193,1.61,3.154,2.617,3.187,3.839,3.609,3.727,3.759,3.702,4.726,3.221,2.301,1.964,2.214,1.924,1.382,2.303,2.667,3.57,3.976
"166","C3","A 4","AN-NENE420L ",3.331,2.505,2.079,0.9542,1.058,3.213,2.87,3.283,3.619,4.066,3.654,3.318,3.885,4.027,3.409,2.396,1.886,2.106,1.514,1.42,2.255,3.489,3.453,4.111
"167","C3","A 4","AN-NENE460O ",3.114,2.566,2.139,0.9863,0.9813,3.047,3.13,3.447,3.928,3.973,3.469,3.169,3.715,4.341,3.721,2.583,1.865,1.903,1.584,1.321,2.502,3.363,3.308,3.745
"168","C3","A 4","AN-NENE490F ",3.079,2.502,1.991,0.9408,1.171,3.389,3.276,3.131,3.177,4.22,3.813,3.261,3.875,4.304,3.792,2.717,2.024,2.124,1.722,1.268,1.896,3.487,3.155,3.586
"169","C3","A 4","AN-NENE510E ",2.938,2.581,2.042,0.9406,1.06,3.057,3.084,3.615,3.729,3.802,3.75,3.353,3.999,4.548,3.946,2.658,1.812,1.943,1.685,1.589,2.3,3.111,2.928,3.431
"170","C3","A 4","AN-NENE550W ",2.609,2.295,2.131,1.302,1,2.986,2.891,3.412,3.87,3.865,4.036,3.552,3.785,4.44,3.733,2.653,1.992,1.887,1.433,1.35,2.62,3.246,3.261,3.548
"171","C3","A 4","AN-NENE610P ",3.297,2.317,1.691,1.058,1.294,2.868,3.2,3.535,3.257,3.769,3.916,3.749,4.278,4.206,3.998,2.728,2.199,1.729,1.527,1.82,1.972,2.831,3.145,3.516
"172","C3","A 4","AN-NENE640D ",3.682,2.448,1.913,1.375,1.44,2.012,2.754,3.113,3.135,3.773,4.199,4.106,4.077,4.118,3.925,3.185,2.321,1.546,1.545,1.697,1.913,2.744,3.319,3.557
"173","C1","A 1","AN-PITS030D ",4.091,4.34,3.739,3.14,2.35,1.982,1.644,1.546,1.821,2.353,3.218,3.727,3.176,3.576,4.01,4.074,3.932,3.464,2.658,1.944,1.493,1.409,1.882,2.333
"174","C3","A 4","AN-WELL030L ",2.035,2.156,1.58,1.276,2.433,3.946,4.287,4.086,3.568,3.205,2.919,2.459,4.088,4.294,3.244,2.32,2.282,2.325,2.046,1.741,2.359,2.119,2.41,4.723
"175","C3","A 4","AN-WELL100W ",1.522,1.346,1.668,2.147,2.715,3.934,3.698,3.66,3.976,3.759,3.216,2.31,3.464,4.513,3.468,2.137,1.464,1.132,2.315,3.303,2.744,2.447,2.916,4.047
"176","C3","A 4","AN-WELL150R ",1.665,1.431,1.587,1.946,2.61,3.28,3.633,3.953,3.969,4.022,3.41,2.445,4.229,4.326,3.539,2.394,1.892,1.415,1.96,2.372,2.044,2.525,3.252,4.002
"177","C3","A 4","AN-WELL170G ",1.319,1.865,1.988,1.831,2.375,2.928,2.815,3.426,4.06,4.544,3.85,2.95,4.066,4.178,3.771,3.005,2.217,1.71,1.609,1.637,1.856,2.686,3.509,3.706
"178","C3","A 4","AN-WELL220W ",1.603,1.711,1.705,1.784,2.457,2.751,3.551,4.156,4.147,4.1,3.167,2.818,4.15,4.23,3.564,2.831,2.269,2.077,1.456,1.626,1.944,2.416,3.474,3.911
"179","C3","A 4","AN-WELL260C ",1.926,1.822,1.494,1.553,2.166,3.139,3.077,3.613,3.673,4.238,4.165,3.083,4.062,4.261,3.709,3.117,2.425,1.802,1.422,1.63,1.828,2.795,3.164,3.735
"180","C3","A 4","AN-WELL280T ",2.009,2.029,1.553,1.27,2.385,3.089,2.776,3.369,3.637,4.382,4.172,3.278,4.137,3.962,3.668,3.217,2.333,1.73,1.241,1.502,3.449,2.259,2.785,3.667
"181","C3","A 4","AN-WELL330U ",2.165,1.619,1.312,1.628,2.413,2.719,2.998,3.53,3.847,4.005,4.091,3.625,4.18,4.569,3.891,3.114,2.697,2.129,1.714,1.621,1.857,2.178,2.612,3.388
"182","C3","A 4","AN-WELL400D ",2.283,2.169,1.263,1.291,2.299,3.805,3.556,2.597,2.973,3.678,4.2,3.835,3.885,4.602,3.69,3.028,2.59,1.755,1.499,1.644,1.83,2.915,2.931,3.581
"183","C3","A 2","AN-WHIL050S ",1.115,1.228,2.133,2.634,3.325,3.441,3.637,3.86,3.717,3.724,3.245,1.891,4.991,3.292,3.306,3.163,2.476,2.203,1.476,1.157,2.488,2.88,3.524,2.994
"184","C6","A 3","AN-WHIL100W ",1.311,1.724,1.749,1.937,2.444,2.994,3.69,4.034,3.816,4.181,3.392,2.676,3.815,3.335,2.769,2.327,1.393,1.489,1.961,1.908,3.077,3.672,3.954,4.25
"185","C3","A 4","AN-WILL110K ",3.035,4.09,1.456,0.7332,2.091,3.18,2.508,3.099,3.548,2.75,3.502,3.956,3.98,4.296,3.816,3.248,2.436,1.403,1.561,1.868,2.029,2.398,3.324,3.592
"186","C3","A 4","AN-WILL170F ",2.535,2.628,1.315,1.768,2.271,2.545,2.155,4.165,4.919,3.232,3.139,3.278,4.308,4.288,3.669,3.107,2.428,1.478,1.508,1.782,2.267,2.448,3.103,3.564
"187","C3","A 4","AN-WOOT100M ",4.018,3.37,1.896,0.8708,1.313,2.382,3.685,3.485,2.896,3.08,3.575,3.379,4.088,4.403,4.229,2.726,1.873,1.863,1.784,1.81,2.15,2.648,2.84,3.534
"188","C3","A 4","AN-WOOT120R ",3.45,3.487,2.12,0.6896,1.312,2.747,4.031,3.407,2.989,2.757,3.741,3.22,3.986,4.389,4.376,2.776,1.897,1.957,1.824,1.783,1.972,2.672,2.915,3.404
"189","C3","A 1","MD-04782020 ",1.956,0.325,0.6941,2.047,3.042,2.046,2.741,3.271,3.439,3.331,2.011,1.852,2.963,1.314,2.389,3.133,2.303,0.6202,0.8082,1.141,3.399,3.31,2.802,2.574
"190","C3","A 1","MD-04787610 ",1.227,0.4226,1.264,1.682,3.676,3.147,2.944,3.538,2.417,2.576,1.992,1.869,2.839,2.134,3.558,1.807,1.134,0.7257,1.643,1.318,1.814,2.593,3.514,3.674
"191","C3","A 1","MD-04788950 ",1.343,0.7322,0.5681,1.472,3.231,3.231,2.923,3.124,3.166,2.856,2.151,1.958,2.889,1.842,2.635,1.066,1.648,2.062,2.542,0.7851,1.051,2.701,3.741,3.795
"192","C3","A 1","MD-04790980 ",1.358,0.8392,0.7222,1.386,2.782,3.486,3.06,3.121,3.376,2.862,1.889,1.876,2.739,1.452,2.935,1.783,2.209,1.183,0.4474,1.81,4.092,3.344,2.041,2.721
"193","C3","A 1","MD-04791460 ",0.796,0.4449,1.384,3.542,2.079,3.511,2.944,2.494,2.906,2.829,2.084,1.742,2.449,1.895,3.355,2.21,1.987,0.2805,0.494,2.015,3.147,2.66,3.105,3.158
"194","C2","A 2","MD-04794530 ",0.6833,1.479,2.45,2.235,1.63,2.025,3.381,3.945,3.558,2.599,1.371,1.399,1.561,2.432,4.077,3.522,1.596,0.2201,1.559,2.554,2.709,2.533,1.951,2.041
"195","C2","A 2","MD-04796150 ",0.8128,1.099,1.668,1.949,2.002,2.404,3.283,3.756,3.679,3.05,1.665,1.389,1.22,1.644,3.342,3.685,2.073,0.2717,1.387,2.463,2.971,3.228,2.476,1.996
"196","C3","A 3","MD-04796740 ",1.539,1.015,0.6,0.8364,2.002,3.14,3.447,3.198,2.827,2.703,2.924,2.524,3.071,3.559,3.639,2.743,1.797,0.8548,0.7945,1.134,1.591,2.148,2.545,2.88
"197","C5","A2","MD-04800980 ",1.313,1.606,0.9707,1.156,2.012,3.825,2.439,3.717,3.495,2.628,1.957,1.639,1.668,2.534,2.82,1.492,1.306,4.107,1.148,3.658,1.539,3.164,1.893,1.426
"198","C3","A 3","MD-04802820 ",1.089,1.406,0.6921,1.121,2.341,3.085,2.667,2.965,3.979,3.047,2.513,1.851,3.56,3.589,3.081,2.337,2.089,1.646,0.9095,1.154,1.31,1.162,2.551,3.368
"199","C3","A 3","MD-04805580 ",1.375,1.031,0.6248,1.118,2.155,2.659,3.109,2.771,3.501,3.637,2.628,2.147,3.368,3.513,3.413,2.702,1.789,1.295,1.21,1.055,1.109,1.489,2.572,3.242
"200","C5","A2","MD-08017220 ",1.052,1.329,1.245,1.189,1.764,2.751,3.855,3.571,3.179,2.909,2.349,1.565,0.7387,2.507,1.943,1.016,1.723,1.769,1.771,2.444,3.662,3.54,3.809,1.834
"201","C5","A2","MD-08017430 ",1.861,1.462,1.151,1.281,1.919,2.962,3.859,3.596,3.503,2.301,1.702,1.157,0.9738,2.611,2.69,1.919,2.037,1.782,1.214,2.147,4.427,3.038,2.974,0.9431
"202","C2","A 2","MD-08019230 ",1.357,1.129,1.918,3.146,3.278,3.376,3.663,1.861,1.643,2.945,1.762,0.6772,0.7637,1.838,2.872,3.425,1.965,2.702,2.328,2.43,3.14,3.459,1.523,0.3128
"203","C3","A 3","MD-08019580 ",1.491,1.321,0.8968,1.259,2.061,2.51,3.292,3.899,3.658,2.804,2.024,1.54,4.379,3.297,2.132,1.004,1.303,2.024,1.354,1.347,1.98,2.188,2.433,3.314
"204","C3","A 1","MD-08022000 ",0.8506,0.9042,0.9853,2.162,3.372,2.9,3.243,3.266,2.956,2.882,1.958,1.278,3.766,3.389,2.172,1.511,1.789,1.839,1.053,0.7706,1.476,2.426,3.073,3.493
"205","C3","A 3","MD-08022560 ",1,1.101,0.9484,1.135,2.087,2.77,3.298,2.797,2.625,3.737,3.281,1.977,4.012,3.825,2.686,2.526,1.924,1.186,1.046,1.483,1.811,1.274,1.938,3.046
"206","C3","A 3","MD-08023080 ",1.628,1.862,0.5573,0.8368,1.503,2.358,3.567,3.732,3.177,2.528,2.641,2.365,3.876,3.166,3.022,3.332,2.495,1.373,1.007,1.745,1.924,0.7532,1.447,2.616
"207","C3","A 3","MD-08023980 ",1.704,1.285,1.027,1.092,1.367,1.829,3.181,3.56,3.685,3.392,2.43,2.203,4.112,3.667,2.782,2.005,1.585,1.339,1.523,1.279,1.407,1.568,2.118,3.371
"208","C5","A2","MD-08036030 ",2.208,2.125,1.435,1.169,1.909,2.511,5.098,2.784,1.99,1.805,1.795,1.929,1.824,1.086,1.848,2.829,2.728,1.247,1.457,3.365,3.779,3.208,2.69,0.6948
"209","C3","A 3","MD-08100050 ",2.132,2.004,0.9318,0.3096,1.073,2.514,3.527,3.071,2.915,3.251,2.72,2.307,3.673,4.015,2.536,1.165,2.081,1.194,0.9071,1.765,1.573,2.007,2.976,2.864
"210","C3","A 3","MD-08102060 ",2.861,3.388,1.533,0.2092,1.452,1.61,3.627,1.886,3.155,2.787,2.595,1.652,2.771,4.167,2.608,1.668,3.351,1.411,1.223,1.576,1.881,0.9612,3.333,1.807
"211","C3","A 3","MD-08102620 ",4.143,2.409,0.7005,0.3265,2.054,2.395,3.212,2.529,1.996,2.452,2.523,2.016,2.672,3.318,2.115,1.703,3.634,1.674,0.7809,1.877,1.39,1.487,4.104,2.002
"212","C3","A 1","MD-08366820 ",1.211,1.154,1.857,2.4,2.348,3.569,3.326,2.413,3.425,3.114,0.6482,1.291,1.835,0.8345,2.207,3.297,2.576,2.218,1.021,1.913,2.071,1.229,3.412,4.142
"213","C3","A 3","MD-09563180 ",1.54,1.05,0.8357,0.7667,1.602,2.86,3.266,3.046,3.07,3.385,2.883,2.452,3.743,3.67,2.906,2.616,2.237,1.703,0.914,0.9683,1.229,1.389,2.304,3.077
"214","C3","A 3","MD-09566780 ",0.9997,1.042,1.352,1.577,2.065,2.945,3.059,2.996,3.54,3.81,2.044,1.326,2.455,3.719,2.807,2.261,1.27,1.835,0.9753,1.217,1.617,1.464,3.275,3.863
"215","C3","A 3","MD-09569250 ",1.047,1.203,0.9281,1.433,1.989,2.342,3.569,2.919,3.53,3.611,2.442,1.741,3.17,4.033,3.458,2.88,1.535,2.289,0.7453,1.401,1.77,1.266,1.666,2.543
"216","C3","A 3","MD-09834100 ",0.8817,0.7954,1.145,1.645,2.325,2.781,2.953,3.038,3.38,3.793,2.368,1.652,2.442,4.501,3.114,2.648,1.448,1.929,1.127,1.418,1.653,1.108,2.327,3.043
"217","C3","A 3","MD-09882040 ",1.12,0.9004,1.135,1.739,2.338,2.458,2.333,3.561,3.469,3.873,2.286,1.541,2.896,4.147,3.283,2.905,1.692,1.376,1.307,2.057,2.676,2.331,0.5998,1.489
"218","C3","A 3","MD-10185000 ",1.753,1.399,1.318,1.344,1.722,2.312,2.485,2.481,3.735,4.494,2.306,1.408,3.58,3.453,1.502,1.198,1.564,0.8013,1.007,2.499,2.662,2.115,3.141,3.232
"219","C3","A 1","MD-10579020 ",1.691,3.394,1.014,0.9729,0.9332,1.937,4.093,2.123,3.084,2.754,2.389,2.372,3.26,0.5885,2.903,2.34,2.292,2.112,0.9713,1.769,1.653,1.533,3.749,3.586
"220","C3","A 3","MD-10927160 ",1.727,1.341,1.032,0.8241,1.519,2.353,3.06,2.123,2.2,3.577,3.877,3.123,3.883,3.451,3.138,2.625,1.784,1.262,0.9999,1.19,1.286,1.639,2.373,3.126
"221","C3","A 3","MD-10928150 ",1.698,1.41,0.8587,0.7326,1.624,2.543,3.191,2.443,2.052,3.231,3.873,3.098,3.646,2.872,2.533,2.355,1.914,0.9134,0.4419,1.274,1.904,2.318,3.011,3.574
"222","C3","A 3","MD-10929340 ",1.553,1.13,1.033,1.068,1.263,2.234,3.048,2.471,2.78,3.855,3.484,2.838,3.931,3.576,3.146,2.569,2.216,1.183,0.9758,1.152,1.356,1.694,2.07,2.887
"223","C3","A 3","MD-10930720 ",1.289,1.01,0.9932,1.299,1.524,2.7,3.376,2.973,3.249,3.509,3.087,1.746,3.7,3.214,2.457,2.025,2.059,1.307,0.9738,1.187,1.446,1.876,2.422,4.088
"224","C3","A 3","MD-10932420 ",1.478,1.146,1.005,0.9073,1.652,2.817,2.725,2.74,3.645,3.859,2.635,2.147,3.716,2.912,2.871,2.537,1.444,1.291,0.8908,0.8974,1.767,1.879,2.94,3.612
"225","C3","A 3","MD-11053180 ",1.086,1.084,1.052,1.223,1.36,2.463,3.489,3.105,3.376,3.145,3.038,2.335,4.349,2.479,2.203,1.633,1.68,1.828,1.658,0.8242,1.202,2.659,2.622,3.619
"226","C3","A 3","MD-11053760 ",0.6476,1.363,0.8085,1.276,2.042,3.019,3.498,2.832,3.183,2.964,3.072,2.054,4.111,2.917,1.764,1.161,1.121,2.479,0.985,1.759,1.702,2.267,2.911,3.579
"227","C3","A 3","MD-11054620 ",1.545,1.04,0.9477,0.8208,1.962,1.856,2.464,3.291,3.439,3.288,3.337,2.765,4.563,3.062,2.404,1.76,1.857,1.571,1.304,1.48,1.165,1.868,2.334,3.388
"228","C3","A 3","MD-11054980 ",1.453,1.048,1.107,0.7681,1.439,2.44,2.884,3.512,3.181,3.167,3.222,2.535,4.42,3.406,2.382,1.927,1.794,1.557,1.571,1.915,0.8342,1.53,2.148,3.273
"229","C3","A 3","MD-11055720 ",1.142,0.9583,1.778,0.8235,1.624,2.671,2.826,3.971,2.734,2.878,3.382,1.968,4.393,3.342,2.445,1.959,1.883,1.568,1.643,1.882,0.8153,1.337,2.191,3.299
"230","C2","A 2","MD-11559060 ",0.723,1.282,1.806,3.537,4.555,2.271,2.33,1.598,2.056,2.304,2.34,1.954,1.326,2.214,3.946,3.998,2.772,2.38,1.322,0.7569,2.177,2.482,1.964,1.417
"231","C3","A 3","MD-11559580 ",1.741,1.329,0.3516,0.6915,2.192,2.66,3.461,3.166,3.139,2.767,2.778,2.482,3.769,3.367,2.729,2.331,2.01,1.868,0.9083,0.2951,1.583,2.113,2.668,3.116
"232","C3","A 3","MD-11563460 ",3.803,0.9204,0.8381,1.544,1.565,3.078,2.93,2.675,3.05,3.19,1.337,1.826,1.681,4.317,2.976,1.398,1.789,0.7547,1.935,2.41,1.9,1.784,3.738,2.074
"233","C3","A 3","MD-11570240 ",1.523,0.9493,0.8372,0.8855,2.297,3.774,3.43,3.177,2.683,2.453,2.585,2.162,2.912,2.622,3.771,3.241,2.222,2.208,0.6274,0.4425,2.804,2.621,1.793,1.492
"234","C2","A 2","MD-11707580 ",1.485,2.113,3.627,2.486,2.158,2.294,2.177,0.9059,3.114,3.984,1.796,0.6166,2.259,2.841,3.852,3.119,2.303,2.076,1.234,0.2138,3.058,2.798,1.653,1.349
"235","C3","A 3","MD-11827020 ",1.709,1.644,0.8583,0.9397,1.397,2.096,3.006,2.124,2.475,3.68,3.938,2.889,3.859,3.923,2.832,2.043,2.033,1.528,1.249,1.486,1.322,0.9959,2.457,3.028
"236","C5","A2","MD-12028240 ",4.606,2.449,1.665,1.446,1.443,1.466,1.409,1.686,2.169,1.928,3.402,3.087,0.1546,1.489,2.377,2.945,3.238,3.067,2.739,2.903,2.751,2.785,0.7755,1.532
